phase,model_name,display_name,params,folds_used,mean_log_loss,mean_brier,mean_accuracy,mean_auc,std_log_loss,std_brier,std_accuracy,std_auc
train_to_validation,glm_elastic_net,Elastic Net GLM,c=4; l1_ratio=0.95; lambda=0.25; model_name=glm_elastic_net; penalty_family=elastic_net,5,0.6964344654382282,0.24293854195413145,0.5894736842105263,0.6916017316017316,0.20999055831784674,0.0780314994360052,0.130628143642009,0.13633789353659254
train_to_validation,glm_elastic_net,Elastic Net GLM,c=4; l1_ratio=0.85; lambda=0.25; model_name=glm_elastic_net; penalty_family=elastic_net,5,0.6971895236177642,0.2431469439222674,0.5894736842105263,0.6916017316017316,0.21080152592557955,0.07822191549660748,0.130628143642009,0.13633789353659254
train_to_validation,glm_elastic_net,Elastic Net GLM,c=4; l1_ratio=0.7; lambda=0.25; model_name=glm_elastic_net; penalty_family=elastic_net,5,0.69832626686414,0.24345474594829136,0.5789473684210527,0.6869480519480519,0.21200539455393372,0.07850376726879935,0.14122534594735514,0.13981121835191518
train_to_validation,glm_elastic_net,Elastic Net GLM,c=4; l1_ratio=0.5; lambda=0.25; model_name=glm_elastic_net; penalty_family=elastic_net,5,0.6998274944487459,0.2438582376116829,0.5684210526315789,0.6846753246753247,0.21361200864598123,0.07887531089692383,0.130628143642009,0.1412541177222986
train_to_validation,glm_elastic_net,Elastic Net GLM,c=4; l1_ratio=0.3; lambda=0.25; model_name=glm_elastic_net; penalty_family=elastic_net,5,0.7013376458906808,0.24425989018312327,0.5789473684210525,0.6846753246753247,0.21520018890022036,0.0792366883610739,0.14509525002200235,0.1412541177222986
train_to_validation,glm_elastic_net,Elastic Net GLM,c=4; l1_ratio=0.15; lambda=0.25; model_name=glm_elastic_net; penalty_family=elastic_net,5,0.7026394138844455,0.2446047902159408,0.5789473684210525,0.6846753246753247,0.21641476638747842,0.07950070172713225,0.14509525002200235,0.1412541177222986
train_to_validation,glm_elastic_net,Elastic Net GLM,c=4; l1_ratio=0.05; lambda=0.25; model_name=glm_elastic_net; penalty_family=elastic_net,5,0.7034139323500208,0.24479186644925305,0.5789473684210525,0.6846753246753247,0.2170745496018116,0.0796152685566495,0.14509525002200235,0.1412541177222986
train_to_validation,glm_elastic_net,Elastic Net GLM,c=8; l1_ratio=0.95; lambda=0.125; model_name=glm_elastic_net; penalty_family=elastic_net,5,0.7048576908850515,0.24545846996085144,0.5684210526315789,0.693932178932179,0.2197432660913526,0.08049622533693296,0.1218509147662129,0.13719348342364282
train_to_validation,glm_elastic_net,Elastic Net GLM,c=8; l1_ratio=0.85; lambda=0.125; model_name=glm_elastic_net; penalty_family=elastic_net,5,0.7052454813243838,0.24555723271486024,0.5684210526315789,0.693932178932179,0.22011904774058486,0.08057768396731106,0.1218509147662129,0.13719348342364282
train_to_validation,glm_elastic_net,Elastic Net GLM,c=8; l1_ratio=0.7; lambda=0.125; model_name=glm_elastic_net; penalty_family=elastic_net,5,0.7061000941290901,0.24579346166506072,0.5578947368421052,0.693932178932179,0.22078768740344265,0.0807268124934042,0.13147364207154522,0.13719348342364282
train_to_validation,glm_elastic_net,Elastic Net GLM,c=8; l1_ratio=0.5; lambda=0.125; model_name=glm_elastic_net; penalty_family=elastic_net,5,0.7070298508624452,0.24604044515994716,0.5578947368421052,0.693932178932179,0.22155568165774497,0.0808745881465211,0.13147364207154522,0.13719348342364282
train_to_validation,glm_elastic_net,Elastic Net GLM,c=8; l1_ratio=0.3; lambda=0.125; model_name=glm_elastic_net; penalty_family=elastic_net,5,0.7077690507011354,0.24621906666846677,0.5578947368421052,0.6915512265512266,0.22218196669638482,0.080965069026064,0.13147364207154522,0.13918113665433662
train_to_validation,glm_elastic_net,Elastic Net GLM,c=8; l1_ratio=0.15; lambda=0.125; model_name=glm_elastic_net; penalty_family=elastic_net,5,0.7083355401286748,0.24635297365365383,0.5684210526315789,0.6891702741702742,0.2226548501525517,0.08103847607019356,0.14661461344404336,0.1413013700598681
train_to_validation,glm_elastic_net,Elastic Net GLM,c=8; l1_ratio=0.05; lambda=0.125; model_name=glm_elastic_net; penalty_family=elastic_net,5,0.7087579215992312,0.24646224742401768,0.5684210526315789,0.6891702741702742,0.22298895463234011,0.08110232366127322,0.14661461344404336,0.1413013700598681
train_to_validation,glm_lasso,Lasso GLM,c=0.25; l1_ratio=None; lambda=4; model_name=glm_lasso; penalty_family=lasso,5,0.6375548337637406,0.22441788321862638,0.6105263157894736,0.7055483405483406,0.0789046450339367,0.03519308537312431,0.11815760168759815,0.12141343397436326
train_to_validation,glm_lasso,Lasso GLM,c=0.5; l1_ratio=None; lambda=2; model_name=glm_lasso; penalty_family=lasso,5,0.646761207637473,0.22790280705102345,0.631578947368421,0.6946681096681097,0.12356282154597475,0.050958283866146904,0.11040093138633172,0.13571180090595952
train_to_validation,glm_lasso,Lasso GLM,c=0.125; l1_ratio=None; lambda=8; model_name=glm_lasso; penalty_family=lasso,5,0.657372897067832,0.23291594056601447,0.6210526315789473,0.6502958152958153,0.041789704707479974,0.01993870564157719,0.09055079228465923,0.14587362610333204
train_to_validation,glm_lasso,Lasso GLM,c=1; l1_ratio=None; lambda=1; model_name=glm_lasso; penalty_family=lasso,5,0.6628851301212709,0.23242445508502146,0.6210526315789473,0.6921861471861472,0.16536484666780504,0.06517878228043629,0.12631578947368421,0.13732135340619808
train_to_validation,glm_lasso,Lasso GLM,c=2; l1_ratio=None; lambda=0.5; model_name=glm_lasso; penalty_family=lasso,5,0.6819651628956518,0.2384050472255137,0.6105263157894737,0.6984776334776335,0.19140750685809405,0.07292838777704595,0.11337189067651589,0.13404522742168004
train_to_validation,glm_lasso,Lasso GLM,c=0.0625; l1_ratio=None; lambda=16; model_name=glm_lasso; penalty_family=lasso,5,0.6872575368684896,0.24707579478464678,0.5578947368421053,0.6078787878787878,0.024069562002199327,0.01195497982870017,0.09761703679469162,0.14712004181415125
train_to_validation,glm_lasso,Lasso GLM,c=0.03125; l1_ratio=None; lambda=32; model_name=glm_lasso; penalty_family=lasso,5,0.6898135655969722,0.24833551941476095,0.5368421052631579,0.5,0.010457613449323507,0.00522254044886783,0.09055079228465925,0.0
train_to_validation,glm_lasso,Lasso GLM,c=4; l1_ratio=None; lambda=0.25; model_name=glm_lasso; penalty_family=lasso,5,0.6960596122074849,0.2428346321444042,0.5894736842105263,0.6916017316017316,0.2095833529135707,0.077935364437868,0.130628143642009,0.13633789353659254
train_to_validation,glm_lasso,Lasso GLM,c=0.015625; l1_ratio=None; lambda=64; model_name=glm_lasso; penalty_family=lasso,5,0.6968488714918113,0.25182343329058593,0.5368421052631579,0.5,0.02054900024428703,0.010216133154829317,0.09055079228465925,0.0
train_to_validation,glm_lasso,Lasso GLM,c=8; l1_ratio=None; lambda=0.125; model_name=glm_lasso; penalty_family=lasso,5,0.7046650495131287,0.2454095711358566,0.5684210526315789,0.693932178932179,0.219554447583308,0.08045521003777169,0.1218509147662129,0.13719348342364282
train_to_validation,glm_vanilla,Vanilla GLM,{},5,0.7289324585874527,0.2538399779095829,0.5894736842105263,0.6804040404040403,0.23764009065062636,0.08507443825610714,0.14661461344404336,0.14975300870001979
train_validation_to_test,glm_ridge,GLM Ridge,c=0.03125; l1_ratio=None; lambda=32; model_name=glm_ridge; penalty_family=ridge,5,0.6521876914488466,0.23026274983490813,0.6121212121212121,0.6679168761521702,0.023902208752318056,0.010442208949033445,0.02267671143499356,0.0346858241741304
